blueKills,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueTotalGold,blueKills_set,blueTotalGold_min/kills
6,195,71,16365,,
7,214,60,16647,,
3,223,55,15058,,
10,246,53,20419,,
5,254,53,16224,,
8,191,32,16338,,
10,191,51,19557,,
4,170,44,14125,,
3,197,80,15125,,
7,228,51,17297,,
7,195,48,16437,,
5,187,48,15689,,
5,216,46,16281,,
10,217,35,17464,,
9,251,54,19978,,
10,224,53,18142,,
8,222,51,18375,,
6,216,65,16507,,
3,214,52,14988,,
5,228,51,16203,,
5,236,57,16522,,
12,214,34,18306,,
10,205,42,17573,,
8,229,44,17827,,
5,204,46,16182,,
3,245,49,15309,,
4,233,52,15594,,
10,201,54,18340,,
6,215,52,17486,,
8,207,52,16911,,
7,236,46,18107,,
7,230,48,16649,,
9,258,68,18322,,
9,213,51,17366,,
3,235,64,14984,,
11,241,35,18945,,
8,257,44,17851,,
7,161,47,16900,,
3,229,48,14923,,
5,185,42,14790,,
7,250,48,18035,,
6,257,55,17193,,
13,217,58,19536,,
5,229,63,16444,,
1,177,48,13177,,
13,167,28,17564,,
10,203,39,17281,,
4,233,47,15818,,
5,218,54,16208,,
6,231,49,17174,,
10,224,51,17920,,
6,198,68,15882,,
6,209,49,15801,,
10,252,51,18866,,
1,223,50,14056,,
5,224,39,15876,,
3,232,52,15567,,
5,190,39,15979,,
6,236,53,16398,,
4,213,64,15721,,
2,200,50,14206,,
15,250,39,20844,,
8,220,50,17428,,
7,211,52,16879,,
8,211,24,17422,,
3,228,45,15255,,
6,205,55,16978,,
6,188,53,15738,,
9,203,47,17079,,
1,230,56,14761,,
12,263,49,19724,,
8,243,48,17479,,
16,193,48,20344,,
2,230,62,15141,,
4,246,40,15793,,
6,203,40,15653,,
5,223,44,15836,,
4,183,47,14673,,
10,249,41,18270,,
13,195,28,19362,,
5,200,59,15820,,
5,219,60,16583,,
9,269,51,18558,,
6,232,64,17477,,
3,198,59,14935,,
14,220,49,19203,,
6,237,40,16701,,
13,138,40,17529,,
4,208,44,15264,,
8,215,47,17403,,
4,218,56,15500,,
2,165,32,12886,,
6,221,48,17780,,
3,232,72,15632,,
6,190,59,16230,,
4,232,52,15346,,
3,250,53,15718,,
6,233,64,17620,,
4,207,47,14958,,
2,205,51,14025,,
4,227,48,15656,,
9,183,32,17155,,
8,210,55,16595,,
9,205,28,17283,,
5,179,39,15388,,
11,191,36,17797,,
6,243,60,17170,,
4,227,48,16729,,
8,224,37,17424,,
8,213,57,16912,,
12,218,37,19426,,
5,195,61,16062,,
7,197,55,17440,,
3,227,41,15273,,
5,212,66,16571,,
10,228,59,19204,,
2,222,45,15210,,
6,226,44,17190,,
6,222,57,16839,,
3,222,49,14552,,
10,243,53,19359,,
6,213,56,16043,,
5,196,64,15723,,
6,248,46,17924,,
4,250,52,15833,,
6,226,60,16691,,
1,249,72,15301,,
7,207,48,16132,,
7,228,51,17513,,
7,230,59,17108,,
6,234,74,17178,,
3,212,42,14511,,
1,173,49,13199,,
6,215,43,17107,,
6,154,44,14731,,
4,211,57,14937,,
1,223,32,13340,,
9,217,60,19684,,
2,206,60,15461,,
3,234,40,14700,,
5,213,76,17026,,
4,200,59,15357,,
9,200,42,17498,,
5,198,39,15140,,
5,218,52,16398,,
8,184,44,16972,,
9,238,48,17777,,
5,223,51,16184,,
2,220,38,14085,,
3,185,48,13944,,
5,246,52,16730,,
2,215,52,14507,,
4,194,30,14327,,
8,230,61,17048,,
4,238,60,16103,,
5,225,50,16413,,
9,233,57,18122,,
11,165,36,17166,,
3,212,44,15079,,
8,216,50,18766,,
1,212,40,13802,,
4,237,62,16044,,
2,195,67,14535,,
8,209,56,16936,,
5,220,38,16082,,
10,228,36,18346,,
16,188,32,19437,,
8,192,47,16145,,
6,238,53,16600,,
11,214,30,17944,,
5,171,35,14439,,
3,214,56,15008,,
2,232,50,15262,,
7,217,48,16305,,
3,167,38,13908,,
8,204,51,17554,,
7,193,44,15543,,
8,222,52,17519,,
11,178,50,17788,,
8,219,44,17261,,
5,234,45,16313,,
0,199,44,12774,,
4,229,61,16003,,
7,181,54,15472,,
4,233,69,16697,,
8,229,48,17065,,
4,221,48,15374,,
8,205,64,17882,,
5,242,52,17803,,
7,192,56,16548,,
14,213,46,19433,,
8,190,56,17790,,
4,200,40,14719,,
7,199,52,16418,,
5,216,44,16566,,
9,225,49,20356,,
10,194,58,18524,,
7,250,64,17507,,
8,240,48,16774,,
3,223,48,15527,,
2,206,60,14154,,
1,248,54,14783,,
8,237,53,18070,,
6,171,63,15689,,
9,216,44,17090,,
1,234,64,14524,,
3,238,42,15496,,
8,254,37,17972,,
4,185,50,15124,,
4,267,47,16784,,
4,158,44,14157,,
12,222,56,19296,,
15,234,59,22134,,
13,187,55,18734,,
7,240,62,17914,,
10,197,52,17892,,
13,255,55,19969,,
4,236,49,16250,,
5,210,51,15850,,
6,245,50,16505,,
9,243,44,18741,,
8,208,42,17051,,
10,253,51,18936,,
7,176,42,15551,,
6,217,56,16455,,
10,191,59,17357,,
6,229,40,16293,,
6,211,51,16541,,
9,224,41,19477,,
4,246,60,16331,,
7,193,52,16115,,
6,233,50,16575,,
5,174,40,15161,,
3,226,40,15097,,
7,216,50,16514,,
11,232,48,19770,,
9,225,56,17915,,
5,222,72,16450,,
6,221,40,16007,,
4,227,57,16552,,
5,216,49,15750,,
7,249,44,17162,,
10,194,50,17743,,
5,185,44,15527,,
4,216,55,15585,,
7,254,40,17026,,
6,217,44,16149,,
1,204,48,13728,,
8,248,77,18003,,
7,201,57,16497,,
9,195,50,17666,,
6,217,52,16711,,
5,208,48,15414,,
13,201,47,19372,,
4,213,44,15207,,
7,189,48,16378,,
7,223,60,16683,,
7,256,47,17215,,
7,228,68,17177,,
9,195,51,17682,,
10,183,42,16744,,
8,234,41,17812,,
1,255,55,14971,,
7,200,52,17432,,
3,215,59,15341,,
6,234,51,17357,,
2,245,47,14747,,
6,169,55,15368,,
5,231,49,15931,,
8,229,35,17188,,
7,220,48,17737,,
4,217,49,15024,,
12,241,48,19659,,
8,203,49,17562,,
3,221,44,14527,,
3,191,52,14509,,
9,234,55,18650,,
7,205,36,15818,,
5,218,43,15550,,
7,208,50,16655,,
2,223,71,14790,,
7,254,48,17755,,
8,223,44,17973,,
5,182,37,14566,,
5,219,50,15983,,
6,203,53,15655,,
8,233,40,17840,,
4,215,68,16018,,
1,213,31,13719,,
9,206,54,17633,,
6,201,45,17552,,
16,203,40,20236,,
2,206,63,14558,,
4,208,56,15080,,
10,209,56,19621,,
3,245,59,15970,,
4,239,58,15581,,
13,253,38,21278,,
6,257,63,17352,,
4,210,52,15289,,
7,236,44,17819,,
7,233,34,16723,,
8,239,51,17857,,
7,232,40,16940,,
9,214,52,17059,,
4,225,46,15593,,
6,242,64,17074,,
7,185,52,16466,,
12,226,52,19082,,
6,238,48,16961,,
5,247,51,16864,,
5,200,40,14988,,
13,188,56,18886,,
2,213,64,15223,,
5,219,64,15947,,
4,185,53,14473,,
7,235,48,17214,,
3,175,64,14515,,
7,161,72,15463,,
4,203,44,15032,,
4,194,46,14979,,
1,219,40,13863,,
4,216,56,15736,,
5,225,50,15978,,
9,221,60,18400,,
6,194,43,15573,,
4,207,59,15520,,
2,157,52,13367,,
10,213,56,17687,,
11,193,30,17663,,
6,211,42,16108,,
3,229,44,14697,,
5,200,36,15106,,
7,202,45,16175,,
10,231,48,18787,,
9,217,40,17460,,
9,200,48,16835,,
8,204,44,17351,,
6,235,47,16412,,
5,197,44,15040,,
5,218,55,16293,,
6,221,40,16249,,
2,250,61,15312,,
6,240,44,16432,,
8,247,68,18122,,
6,196,36,16223,,
6,236,40,16326,,
0,220,51,13561,,
5,219,53,15897,,
6,188,58,16005,,
5,211,67,15907,,
9,213,36,17440,,
1,230,44,14257,,
7,159,44,15723,,
2,212,60,14817,,
0,261,53,14713,,
6,214,39,16319,,
10,204,43,18294,,
3,213,61,14415,,
10,193,35,17634,,
6,235,64,17062,,
12,230,36,19098,,
8,213,41,17237,,
10,222,42,18093,,
7,215,40,16276,,
6,246,36,16471,,
6,151,42,15246,,
8,229,45,18656,,
5,270,43,16951,,
7,214,55,17830,,
11,172,39,16886,,
4,223,44,16122,,
7,259,61,19367,,
9,257,55,20027,,
12,241,41,19784,,
3,222,63,15118,,
6,214,35,16195,,
2,227,60,15423,,
9,232,55,18174,,
7,212,52,16649,,
9,208,44,16818,,
5,236,53,15829,,
3,227,65,15604,,
4,195,44,14927,,
5,189,52,16247,,
14,211,65,20070,,
5,198,47,16166,,
3,254,48,15630,,
8,210,55,18744,,
5,202,56,15815,,
6,193,45,16246,,
5,212,42,15701,,
8,212,46,16024,,
6,202,48,15539,,
11,252,46,19038,,
5,176,48,14492,,
3,232,57,15193,,
4,155,34,13362,,
1,228,60,14832,,
9,221,46,17664,,
6,217,67,17046,,
3,261,49,15984,,
12,195,45,18748,,
5,231,62,16733,,
6,154,51,15417,,
10,215,40,18302,,
3,219,51,15471,,
6,218,56,16612,,
6,242,52,16601,,
9,217,59,18159,,
5,188,40,14690,,
9,245,37,16963,,
5,233,43,16116,,
5,188,32,15341,,
2,196,54,14177,,
7,213,44,17308,,
4,211,50,15758,,
8,204,55,17275,,
7,206,39,16505,,
8,238,51,18093,,
7,205,31,15939,,
0,230,72,14457,,
11,243,36,20920,,
7,233,60,16688,,
2,205,72,14873,,
4,214,63,15259,,
10,242,46,18096,,
5,227,35,16153,,
7,248,60,19036,,
10,159,59,17788,,
8,229,40,16532,,
3,214,64,15742,,
4,253,60,15960,,
6,199,57,16132,,
9,202,45,17350,,
3,209,36,13875,,
1,252,48,14969,,
9,178,75,17195,,
4,234,46,15347,,
10,248,44,18290,,
5,221,60,16176,,
6,200,45,16148,,
3,214,72,15612,,
5,231,48,16104,,
8,161,40,15372,,
4,242,59,15694,,
9,209,43,17578,,
10,209,47,18436,,
7,211,48,16620,,
5,248,57,16419,,
5,229,61,16384,,
3,230,57,15330,,
10,239,68,19008,,
5,260,36,16238,,
5,219,41,16094,,
5,156,45,15099,,
2,183,55,14143,,
3,195,42,14385,,
3,204,43,14725,,
6,245,48,16543,,
2,230,51,14505,,
7,265,39,16681,,
6,197,47,15844,,
5,233,35,15843,,
9,218,53,17913,,
3,218,64,15057,,
5,177,28,14630,,
4,260,46,16156,,
2,188,44,13352,,
4,240,68,16042,,
5,176,50,15420,,
2,262,56,15080,,
4,232,60,15766,,
11,207,61,20639,,
0,230,42,13345,,
10,207,42,17712,,
11,225,41,18866,,
11,232,43,19035,,
3,223,55,15292,,
1,239,51,15082,,
6,162,53,15818,,
11,211,40,18145,,
5,251,52,15934,,
8,192,67,17846,,
6,207,56,17025,,
11,225,52,17598,,
4,239,54,16220,,
11,206,31,18395,,
6,171,49,15727,,
4,257,52,15832,,
10,203,63,18549,,
8,221,44,16589,,
5,168,48,14945,,
9,230,69,19279,,
5,200,56,15871,,
8,224,48,18790,,
9,182,39,16616,,
5,186,60,15701,,
9,214,59,17556,,
1,201,56,13591,,
10,198,64,17637,,
7,224,54,17047,,
9,215,46,17821,,
5,209,53,15694,,
8,222,43,16640,,
4,260,58,16235,,
3,188,59,14423,,
6,224,36,15911,,
3,186,56,14232,,
5,227,48,15429,,
2,199,62,14349,,
10,186,43,17877,,
8,145,42,15968,,
7,210,65,17931,,
9,223,36,17082,,
7,205,52,17147,,
12,211,43,18338,,
4,214,54,15367,,
2,212,49,14408,,
5,193,43,14991,,
5,226,65,16144,,
6,204,24,15186,,
7,227,52,17072,,
2,249,52,15381,,
0,199,46,13610,,
7,230,33,16535,,
3,200,32,15145,,
8,195,35,15686,,
10,200,52,17379,,
10,201,41,18051,,
3,251,63,16075,,
3,212,44,14854,,
4,229,60,15770,,
7,199,48,16308,,
3,211,56,15008,,
5,184,60,15238,,
4,223,64,15534,,
8,217,44,16707,,
3,237,57,17200,,
3,221,48,14830,,
6,212,52,16620,,
9,232,45,17611,,
9,220,55,17908,,
7,244,71,17791,,
2,235,58,15509,,
6,209,50,16304,,
7,217,51,16594,,
4,186,47,14732,,
9,211,35,17149,,
7,250,60,18408,,
0,232,59,14211,,
3,253,56,15698,,
7,200,44,15956,,
12,245,48,20289,,
7,207,48,16948,,
4,187,68,15900,,
4,223,40,15690,,
5,262,60,17018,,
10,241,57,19639,,
6,193,47,16019,,
2,214,72,14525,,
4,199,46,14931,,
10,256,55,20540,,
2,236,52,14895,,
2,198,50,14584,,
5,229,52,15757,,
7,198,56,16477,,
5,182,48,15048,,
7,224,64,17197,,
7,223,64,16956,,
4,184,42,14958,,
5,245,52,17006,,
11,202,53,19866,,
6,187,43,15720,,
10,150,29,17938,,
7,238,45,17197,,
3,209,39,14343,,
2,233,64,14485,,
6,250,56,17671,,
4,207,40,15430,,
3,233,52,15072,,
1,219,51,13815,,
7,219,54,17080,,
7,221,56,17103,,
10,239,46,18312,,
7,211,45,15924,,
4,216,53,15122,,
11,234,43,18361,,
4,229,57,15888,,
5,196,60,15717,,
9,262,51,19153,,
9,238,48,17530,,
10,227,64,18389,,
7,258,42,17381,,
4,215,39,15091,,
2,223,72,15097,,
7,232,48,16272,,
6,206,69,16618,,
2,222,37,14826,,
11,251,48,19354,,
7,232,50,17380,,
5,239,52,16952,,
4,241,62,16316,,
0,229,52,13608,,
8,197,48,16227,,
8,183,48,16285,,
15,217,42,19407,,
8,231,45,17208,,
2,245,65,15915,,
13,210,54,19012,,
13,213,45,20861,,
5,235,48,16051,,
5,229,46,16380,,
4,185,61,15420,,
8,244,56,18320,,
6,240,56,16604,,
4,184,63,15610,,
10,181,40,17403,,
7,180,66,16030,,
2,217,50,14756,,
4,177,43,14156,,
7,223,42,16927,,
7,223,56,17365,,
4,168,67,15226,,
8,190,51,17123,,
3,206,59,14663,,
9,217,53,17897,,
2,175,32,13418,,
6,195,43,15928,,
3,210,68,15111,,
8,237,45,17101,,
8,200,71,17194,,
6,214,51,16565,,
8,208,37,16943,,
7,241,56,17568,,
6,206,60,17250,,
4,216,52,16559,,
1,218,60,14351,,
2,236,40,14735,,
9,235,55,18070,,
4,206,52,15449,,
8,243,45,17581,,
4,215,40,15505,,
8,215,45,16873,,
4,213,39,14755,,
10,207,63,18081,,
5,192,57,15791,,
1,215,52,13480,,
8,204,48,17946,,
10,195,52,17754,,
4,221,48,16172,,
2,237,68,14828,,
7,188,57,16589,,
3,210,63,15521,,
6,226,44,16198,,
1,167,59,13125,,
7,200,53,16065,,
6,246,38,16940,,
7,203,52,17655,,
8,193,44,16707,,
6,171,48,15214,,
12,223,48,19835,,
1,246,41,14289,,
8,224,54,16846,,
6,196,60,15488,,
7,218,62,16855,,
5,217,55,16660,,
10,225,68,18611,,
8,256,56,18233,,
6,215,56,16616,,
6,231,39,16107,,
7,204,47,16674,,
7,216,48,16671,,
9,219,56,17261,,
6,242,64,16886,,
10,211,53,18226,,
11,194,55,18136,,
1,253,62,14712,,
7,224,49,16420,,
9,190,40,17678,,
9,195,52,17126,,
4,205,37,15001,,
4,214,51,15416,,
5,206,33,15177,,
4,229,64,15853,,
8,234,44,17513,,
8,206,43,16345,,
5,176,40,14826,,
7,197,37,16440,,
4,258,52,16571,,
4,204,56,15928,,
7,246,36,17759,,
2,176,71,13995,,
5,223,68,16607,,
19,234,45,22173,,
3,215,36,14114,,
6,260,67,18704,,
6,234,76,18236,,
5,195,68,15437,,
7,216,35,15842,,
4,225,50,16476,,
8,198,49,17075,,
10,219,62,18327,,
5,225,46,15432,,
2,247,36,14510,,
2,210,60,14426,,
11,222,60,19632,,
9,189,54,17923,,
4,237,62,16297,,
9,246,51,20026,,
5,247,48,15926,,
4,203,67,15579,,
3,235,55,15270,,
4,229,64,15994,,
3,247,56,16064,,
8,185,48,16796,,
5,203,40,15553,,
4,180,44,14838,,
4,229,50,15506,,
6,226,59,16531,,
7,190,44,16000,,
6,209,53,16281,,
7,236,36,17442,,
10,248,48,18692,,
5,235,60,17028,,
0,225,52,13787,,
5,271,50,17956,,
2,237,64,15476,,
4,234,65,15875,,
8,206,43,17030,,
3,214,43,14719,,
7,199,47,17617,,
5,229,60,16457,,
5,203,40,15885,,
10,230,56,19107,,
7,212,42,16507,,
6,235,55,16538,,
3,186,39,15067,,
7,178,44,16571,,
5,231,51,16530,,
6,203,52,16239,,
6,208,52,16624,,
7,201,39,15890,,
13,222,68,18957,,
11,228,54,18307,,
2,264,85,16394,,
3,212,50,15096,,
3,230,56,15200,,
3,217,49,14684,,
8,194,44,16228,,
9,213,74,18101,,
14,219,52,21055,,
4,199,39,13933,,
11,221,55,19497,,
3,236,41,15236,,
5,242,52,16700,,
5,213,52,16506,,
7,222,46,16482,,
3,241,48,15694,,
7,195,40,16276,,
12,181,52,18331,,
9,230,51,17347,,
0,238,65,15090,,
10,190,40,17799,,
4,202,59,15694,,
7,244,52,17269,,
6,237,48,16662,,
5,238,63,17292,,
2,214,59,14772,,
2,228,52,15157,,
7,192,52,16124,,
7,257,56,17881,,
10,186,67,17676,,
3,214,63,15809,,
7,215,59,16960,,
3,234,51,15372,,
8,194,52,16527,,
6,226,65,17774,,
3,237,48,16074,,
4,234,61,15612,,
10,163,37,16759,,
3,228,44,14911,,
8,218,48,16980,,
3,261,52,15776,,
4,215,40,14961,,
4,223,60,16031,,
5,242,47,16313,,
6,217,51,15964,,
13,260,60,20541,,
8,232,48,17415,,
6,185,64,16878,,
5,213,44,15901,,
4,235,54,16040,,
9,204,79,18140,,
11,191,40,17229,,
5,237,51,15916,,
6,191,49,15452,,
5,203,62,15999,,
3,221,40,14399,,
1,205,45,13449,,
3,175,47,13876,,
5,209,58,15776,,
4,232,54,15282,,
2,198,52,14258,,
2,214,48,14316,,
3,243,47,15482,,
5,250,43,16402,,
10,224,51,18822,,
11,216,30,17702,,
3,258,56,16178,,
5,226,44,15897,,
6,204,64,16248,,
3,226,64,15797,,
5,211,51,15678,,
6,233,47,16006,,
5,251,48,16590,,
4,189,51,14939,,
5,248,47,16787,,
6,250,60,17388,,
2,257,39,14868,,
3,267,35,15676,,
2,232,39,14230,,
5,214,38,16981,,
9,152,65,16374,,
7,218,55,17227,,
7,234,53,16631,,
5,218,52,15888,,
3,239,52,15688,,
5,223,52,16462,,
3,204,49,14548,,
11,205,41,18128,,
4,220,44,15162,,
2,230,35,14767,,
11,202,35,17384,,
6,208,44,16159,,
1,197,41,13046,,
1,243,71,15459,,
4,178,42,13886,,
6,206,45,15928,,
2,234,53,14687,,
5,240,67,17146,,
13,224,58,19814,,
10,206,56,17945,,
6,226,51,16646,,
9,194,49,17604,,
7,198,45,16089,,
6,176,43,15544,,
9,188,43,17434,,
4,204,51,15945,,
3,234,55,15692,,
9,206,48,17469,,
4,250,48,16314,,
6,234,45,16299,,
5,209,51,15844,,
5,224,44,15856,,
6,217,47,15967,,
4,196,52,15236,,
1,178,43,12941,,
10,174,48,17513,,
7,218,72,16700,,
7,241,43,18038,,
5,194,45,15491,,
7,182,44,16090,,
8,236,42,17204,,
3,207,65,15032,,
8,215,55,17739,,
8,203,50,16894,,
2,237,45,14944,,
3,200,36,14623,,
5,219,44,15278,,
5,249,53,17126,,
4,211,44,15494,,
6,245,54,16904,,
6,244,52,17214,,
6,230,52,16352,,
4,202,41,14696,,
4,222,52,15392,,
3,266,53,15928,,
9,231,64,18417,,
2,222,76,14981,,
5,225,52,15994,,
11,218,42,18420,,
7,241,59,17421,,
2,202,47,13671,,
6,230,73,17544,,
4,219,64,15589,,
6,234,56,16702,,
10,209,61,18211,,
4,224,36,14640,,
6,207,47,16211,,
6,219,49,16517,,
2,246,72,15723,,
2,241,44,14993,,
12,236,50,19576,,
5,195,49,15217,,
4,223,56,15502,,
4,200,55,15125,,
6,195,40,15845,,
6,229,52,16433,,
9,237,59,18824,,
6,234,49,16360,,
6,172,37,15128,,
11,229,59,18317,,
6,220,47,16248,,
4,234,31,15871,,
9,220,52,17779,,
8,186,48,16785,,
5,182,63,15524,,
6,221,44,16592,,
7,232,50,19148,,
8,228,56,17337,,
5,213,55,16003,,
8,249,58,17370,,
10,243,54,18036,,
3,209,52,14711,,
7,224,44,16468,,
4,194,49,15285,,
10,195,43,17151,,
10,211,45,17951,,
6,200,51,15917,,
8,245,44,17399,,
7,247,47,17639,,
11,208,44,17183,,
8,221,47,17130,,
4,229,51,15920,,
10,204,41,17818,,
3,215,73,15956,,
4,238,43,15582,,
5,244,56,16486,,
6,217,32,15692,,
4,197,41,14232,,
7,215,46,18133,,
22,208,23,23205,,
4,214,46,15564,,
3,223,44,14977,,
5,198,52,16263,,
7,275,45,18477,,
7,202,62,16484,,
2,244,43,15167,,
5,207,56,16007,,
8,231,48,18093,,
10,225,64,18588,,
8,226,44,16853,,
7,213,44,16323,,
4,206,64,15063,,
4,223,34,14929,,
6,233,57,17119,,
9,202,56,19049,,
14,209,45,19452,,
1,220,52,13981,,
7,203,31,15418,,
8,218,52,17636,,
6,229,48,17026,,
8,219,52,17084,,
3,195,64,14501,,
4,236,40,15745,,
5,220,65,16571,,
5,229,60,17224,,
9,224,55,18518,,
5,224,72,17155,,
5,234,41,16046,,
6,226,35,16986,,
4,216,56,16368,,
4,210,55,15302,,
5,217,56,15367,,
2,236,50,15178,,
4,167,40,13824,,
7,200,32,15919,,
5,229,64,16627,,
1,220,53,14032,,
13,193,40,18787,,
2,248,44,15205,,
4,201,48,15651,,
7,238,43,17376,,
4,223,52,15788,,
4,226,53,15688,,
4,223,49,15374,,
2,189,52,13418,,
4,120,20,12178,,
8,206,34,15984,,
3,220,60,15908,,
6,162,48,15240,,
3,223,51,14943,,
4,235,49,15634,,
6,245,58,17071,,
4,222,60,15726,,
3,240,45,15249,,
6,208,64,16055,,
2,190,32,13446,,
4,239,48,15903,,
9,203,36,16940,,
8,221,35,16882,,
6,212,52,15894,,
4,244,48,16047,,
4,217,38,14709,,
6,234,47,16368,,
7,261,32,17394,,
6,196,55,15950,,
2,214,72,15268,,
10,232,49,18274,,
5,206,48,15993,,
3,226,43,14857,,
9,250,56,18503,,
8,210,68,17442,,
4,171,32,14478,,
6,229,54,17086,,
5,233,60,18075,,
5,208,52,15965,,
4,223,60,15261,,
1,232,71,14603,,
1,213,59,13836,,
7,251,54,17170,,
9,165,33,16198,,
5,222,72,16923,,
4,214,61,15131,,
7,231,36,17155,,
12,207,46,18573,,
7,211,69,17765,,
6,233,48,16238,,
6,210,45,15903,,
2,224,48,14459,,
6,207,44,16266,,
